OrderID,OrderDate,OrderDate,CustomerID,CustomerName,Region,Country,SalesChannel,ProductCategory,Product,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,ShippingCost,TaxRate,TaxAmount,TotalAmount,PaymentMethod,OrderStatus,SalesRep,CustomerRating,IsReturningCustomer
ORD-103572,12-Apr-25,4/12/2025,CUST-2510,Fatima Martin,Oceania,New Zealand,Marketplace - eBay,Toys & Games,Board Game Classic,2,862.77,1725.54,0.15,258.83,1466.71,25.78,0,0,1492.49,Bank Transfer,Cancelled,T. Andersson,4,TRUE
ORD-104797,29-May-23,5/29/2023,CUST-4142,Priya Anderson,North America,Canada,Website,Sports & Outdoors,Yoga Mat,8,886.81,7094.48,0,0,7094.48,8.03,0.1,709.45,7811.96,PayPal,Delivered,M. Okafor,5,FALSE
ORD-113572,10-Jul-25,7/10/2025,CUST-4146,Karen Johnson,Europe,Netherlands,Retail Store,Sports & Outdoors,Camping Tent,4,511.34,2045.36,0.2,409.07,1636.29,32.82,0.19,310.9,1980.01,Debit Card,Delivered,R. Silva,0,FALSE
ORD-108354,7-Dec-24,12/7/2024,CUST-3289,Wei Okafor,Oceania,Australia,Marketplace - eBay,Clothing,Cotton T-Shirt,2,530.27,1060.54,0,0,1060.54,18.77,0,0,1079.31,Debit Card,Processing,J. Rivera,4,TRUE
ORD-105567,28-Jul-23,7/28/2023,CUST-3511,Sarah Johnson,South America,Argentina,Marketplace - eBay,Clothing,Running Shoes,2,735.65,1471.3,0.2,294.26,1177.04,2.98,0.2,235.41,1415.43,Credit Card,Delivered,A. Chen,0,TRUE
ORD-110859,31-Aug-25,8/31/2025,CUST-2176,Barbara Okafor,Oceania,New Zealand,Marketplace - Amazon,Books,Children's Storybook,8,154.68,1237.44,0,0,1237.44,19.2,0,0,1256.64,Gift Card,Processing,A. Chen,4,FALSE
ORD-105858,18-Jul-25,7/18/2025,CUST-4685,Charles Anderson,Asia,India,Marketplace - eBay,Furniture,Ergonomic Office Chair,4,100.4,401.6,0.15,60.24,341.36,19.86,0.07,23.9,385.12,Gift Card,Delivered,R. Silva,5,FALSE
ORD-102290,26-Jan-23,1/26/2023,CUST-1942,Raj Wilson,Asia,Japan,Retail Store,Office Supplies,File Folders,9,331.06,2979.54,0,0,2979.54,11.29,0.1,297.95,3288.78,Credit Card,Delivered,L. Novak,1,FALSE
ORD-101621,9-Jan-23,1/9/2023,CUST-4486,Jennifer Jackson,Asia,Singapore,Phone Order,Home & Kitchen,Electric Kettle,5,307.56,1537.8,0.1,153.78,1384.02,13.21,0.05,69.2,1466.43,Cash on Delivery,Delivered,J. Rivera,1,TRUE
ORD-101946,29-Mar-24,3/29/2024,CUST-2391,Olivia Smith,South America,Brazil,Mobile App,Books,Self-Help Guide,7,687.73,4814.11,0.1,481.41,4332.7,15.88,0.07,303.29,4651.87,PayPal,Delivered,M. Okafor,0,TRUE
ORD-109033,26-Feb-25,2/26/2025,CUST-3119,Li Jackson,Asia,India,Mobile App,Office Supplies,File Folders,9,598.35,5385.15,0,0,5385.15,6,0.2,1077.03,6468.18,Bank Transfer,Delivered,R. Silva,1,TRUE
ORD-109681,31-Aug-25,8/31/2025,CUST-4383,Li Wilson,North America,Mexico,Phone Order,Books,Fiction Novel,3,806.37,2419.11,0.25,604.78,1814.33,1.98,0.07,127,1943.31,Debit Card,Delivered,K. Tanaka,0,TRUE
ORD-114734,30-Aug-23,8/30/2023,CUST-3641,Barbara Anderson,Africa,South Africa,Phone Order,Sports & Outdoors,Hiking Backpack,11,397.53,4372.83,0.15,655.92,3716.91,27.39,0.07,260.18,4004.48,Cash on Delivery,Delivered,R. Silva,0,TRUE
ORD-106902,11-Jul-23,7/11/2023,CUST-1515,Fatima Dubois,Asia,India,Marketplace - Amazon,Electronics,Wireless Mouse,6,280.32,1681.92,0.25,420.48,1261.44,7.61,0.1,126.14,1395.19,PayPal,Shipped,N/A,3,FALSE
ORD-106655,20-May-25,5/20/2025,CUST-1603,Susan Williams,Asia,India,Phone Order,Furniture,Standing Desk,5,146.27,731.35,0.05,36.57,694.78,12.19,0.1,69.48,776.45,Credit Card,Shipped,A. Chen,3,FALSE
ORD-110918,24-Dec-25,12/24/2025,CUST-1993,Mary Nguyen,Africa,Egypt,Marketplace - eBay,Books,Self-Help Guide,4,204.04,816.16,0.05,40.81,775.35,32.21,0.1,77.54,885.1,Bank Transfer,Delivered,M. Okafor,4,FALSE
ORD-102119,9-Oct-24,10/9/2024,CUST-4508,Sarah Jackson,Asia,Japan,Mobile App,Office Supplies,Desk Organizer,10,163.78,1637.8,0.05,81.89,1555.91,1.71,0.085,132.25,1689.87,Gift Card,Delivered,S. Patel,0,TRUE
ORD-111245,1-Oct-25,10/1/2025,CUST-3868,David Smith,North America,Canada,Mobile App,Electronics,Laptop Stand,3,274.18,822.54,0.15,123.38,699.16,9.32,0.07,48.94,757.42,Cash on Delivery,Delivered,A. Chen,3,TRUE
ORD-103862,17-Feb-25,2/17/2025,CUST-1381,Raj Martinez,Oceania,Australia,Retail Store,Office Supplies,Notebook A5,12,698.81,8385.72,0.1,838.57,7547.15,32.35,0.2,1509.43,9088.93,PayPal,Cancelled,S. Patel,5,FALSE
ORD-108050,26-Oct-24,10/26/2024,CUST-2779,Ethan Van Dijk,North America,USA,Marketplace - eBay,Electronics,Bluetooth Speaker,6,158.11,948.66,0,0,948.66,1.75,0.19,180.25,1130.66,Bank Transfer,Delivered,M. Okafor,5,FALSE
ORD-106792,20-Nov-23,11/20/2023,CUST-2363,Joseph Rodriguez,South America,Brazil,Mobile App,Sports & Outdoors,Hiking Backpack,10,635.06,6350.6,0.1,635.06,5715.54,3.09,0.05,285.78,6004.41,PayPal,Delivered,R. Silva,3,TRUE
ORD-110138,3-Aug-24,8/3/2024,CUST-4034,Ethan Johnson,Asia,India,Marketplace - eBay,Home & Kitchen,Stainless Steel Water Bottle,5,284.32,1421.6,0,0,1421.6,5.39,0.1,142.16,1569.15,Credit Card,Delivered,A. Chen,5,FALSE
ORD-107528,23-Jul-25,7/23/2025,CUST-2948,Charles Thomas,Asia,Japan,Website,Clothing,Denim Jeans,7,419.1,2933.7,0.2,586.74,2346.96,8.41,0,0,2355.37,Debit Card,Shipped,L. Novak,4,FALSE
ORD-101752,17-Feb-24,2/17/2024,CUST-2933,Mia Dubois,Oceania,New Zealand,Website,Books,Self-Help Guide,6,574.19,3445.14,0,0,3445.14,16.32,0.1,344.51,3805.97,Debit Card,Cancelled,L. Novak,1,FALSE
ORD-103994,15-Sep-23,9/15/2023,CUST-2111,Joseph Nguyen,Asia,South Korea,Retail Store,Books,Children's Storybook,7,25.18,176.26,0.05,8.81,167.45,8.45,0.05,8.37,184.27,Cash on Delivery,Shipped,A. Chen,5,FALSE
ORD-102016,13-Nov-23,11/13/2023,CUST-1116,Li Miller,South America,Chile,Mobile App,Toys & Games,Remote Control Car,7,128.56,899.92,0,0,899.92,30.64,0.19,170.98,1101.54,Debit Card,Delivered,T. Andersson,3,TRUE
ORD-106871,29-May-24,5/29/2024,CUST-3559,Raj Kumar,North America,USA,Marketplace - eBay,Sports & Outdoors,Resistance Bands,3,28.53,85.59,0.2,17.12,68.47,20.31,0.2,13.69,102.47,Debit Card,Delivered,L. Novak,4,TRUE
ORD-111044,28-Dec-23,12/28/2023,CUST-3530,Lucas Johnson,Oceania,New Zealand,Website,Home & Kitchen,Coffee Maker,7,315.71,2209.97,0.2,441.99,1767.98,34.45,0.05,88.4,1890.83,PayPal,Delivered,S. Patel,2,TRUE
ORD-110775,2-Dec-23,12/2/2023,CUST-4190,Sarah Kumar,Africa,South Africa,Marketplace - eBay,Office Supplies,Sticky Notes,11,393.82,4332.02,0.2,866.4,3465.62,17.56,0.05,173.28,3656.46,Gift Card,Delivered,A. Chen,2,TRUE
ORD-114968,8-Sep-23,9/8/2023,CUST-2757,Joseph Moore,Africa,South Africa,Marketplace - Amazon,Electronics,Power Bank 20000mAh,1,788.82,788.82,0,0,788.82,26.42,0.1,78.88,894.12,Credit Card,Shipped,S. Patel,2,TRUE
ORD-105348,25-Dec-24,12/25/2024,CUST-3569,Jessica Martinez,Europe,UK,Phone Order,Electronics,Webcam HD,5,125.37,626.85,0,0,626.85,0.8,0.085,53.28,680.93,Credit Card,Processing,L. Novak,4,TRUE
ORD-106251,25-Dec-23,12/25/2023,CUST-4225,Richard Dubois,Asia,India,Mobile App,Sports & Outdoors,Yoga Mat,7,850.64,5954.48,0.05,297.72,5656.76,13.56,0,0,5670.32,Debit Card,Delivered,A. Chen,5,FALSE
ORD-107509,8-Oct-25,10/8/2025,CUST-4749,Yuki Jackson,North America,Mexico,Retail Store,Electronics,Noise Cancelling Headphones,6,11.34,68.04,0.2,13.61,54.43,20.74,0.19,10.34,85.51,Bank Transfer,Delivered,L. Novak,1,FALSE
ORD-105864,11-Jan-25,1/11/2025,CUST-3414,Linda Brown,Europe,Germany,Retail Store,Toys & Games,Building Blocks Set,8,706.7,5653.6,0.2,1130.72,4522.88,26.16,0.19,859.35,5408.39,PayPal,Processing,R. Silva,3,FALSE
ORD-110464,22-Jul-24,7/22/2024,CUST-2043,William Thomas,South America,Argentina,Retail Store,Home & Kitchen,Non-Stick Pan Set,7,50.3,352.1,0,0,352.1,16.01,0.05,17.61,385.72,Bank Transfer,Returned,R. Silva,1,TRUE
ORD-104060,1-Aug-23,8/1/2023,CUST-1536,Fatima Muller,Asia,Japan,Website,Sports & Outdoors,Dumbbell Set 20kg,6,576.07,3456.42,0.25,864.11,2592.31,30.11,0,0,2622.42,PayPal,Cancelled,M. Okafor,2,TRUE
ORD-110492,17-Nov-23,11/17/2023,CUST-4555,Fatima Jackson,Africa,Egypt,Retail Store,Electronics,Laptop Stand,6,351.9,2111.4,0,0,2111.4,19.43,0.07,147.8,2278.63,PayPal,Delivered,M. Okafor,5,FALSE
ORD-113334,16-Jun-23,6/16/2023,CUST-1242,Robert Silva,Oceania,New Zealand,Phone Order,Books,Business Strategy Book,2,656.79,1313.58,0,0,1313.58,20.73,0.07,91.95,1426.26,Debit Card,Delivered,T. Andersson,4,FALSE
ORD-111524,20-Jan-24,1/20/2024,CUST-1601,Charles Martin,North America,Canada,Retail Store,Sports & Outdoors,Dumbbell Set 20kg,6,628.53,3771.18,0.25,942.79,2828.39,28.77,0,0,2857.16,Bank Transfer,Delivered,K. Tanaka,0,FALSE
ORD-101883,8-Jan-23,1/8/2023,CUST-4501,Lucas Andersson,South America,Chile,Mobile App,Furniture,Standing Desk,3,112.52,337.56,0,0,337.56,27.56,0.19,64.14,429.26,Gift Card,Delivered,S. Patel,4,FALSE
ORD-100511,24-May-25,5/24/2025,CUST-1735,Patricia Brown,North America,USA,Marketplace - eBay,Sports & Outdoors,Camping Tent,9,586.83,5281.47,0.2,1056.29,4225.18,33.94,0.19,802.78,5061.9,Cash on Delivery,Delivered,A. Chen,2,FALSE
ORD-110246,27-May-24,5/27/2024,CUST-4802,Ethan Wilson,South America,Brazil,Website,Sports & Outdoors,Resistance Bands,5,226.16,1130.8,0.1,113.08,1017.72,30.09,0.05,50.89,1098.7,Cash on Delivery,Delivered,T. Andersson,4,TRUE
ORD-105088,3-Nov-23,11/3/2023,CUST-3398,Robert Perez,Europe,Italy,Marketplace - Amazon,Electronics,Bluetooth Speaker,9,500.66,4505.94,0,0,4505.94,5.44,0.19,856.13,5367.51,Debit Card,Delivered,L. Novak,4,FALSE
ORD-109188,11-Jul-24,7/11/2024,CUST-4738,Ana Lee,Europe,France,Mobile App,Clothing,Denim Jeans,3,394.36,1183.08,0.1,118.31,1064.77,18.48,0.19,202.31,1285.56,Bank Transfer,Delivered,J. Rivera,5,TRUE
ORD-101258,6-Nov-23,11/6/2023,CUST-1421,Elizabeth Silva,Oceania,New Zealand,Website,Clothing,Winter Jacket,1,801.86,801.86,0.2,160.37,641.49,4.22,0.2,128.3,774.01,Debit Card,Delivered,M. Okafor,4,FALSE
ORD-103547,23-May-24,5/23/2024,CUST-2336,Yuki Smith,Asia,Singapore,Marketplace - Amazon,Electronics,Mechanical Keyboard,9,493.48,4441.32,0.2,888.26,3553.06,7.07,0.07,248.71,3808.84,Gift Card,Delivered,T. Andersson,0,FALSE
ORD-105572,13-Jul-25,7/13/2025,CUST-4872,Yuki Martin,North America,USA,Marketplace - Amazon,Books,Fiction Novel,7,101.69,711.83,0.2,142.37,569.46,2.5,0.2,113.89,685.85,Debit Card,Cancelled,A. Chen,5,FALSE
ORD-107854,13-Dec-23,12/13/2023,CUST-3706,Mohammed Okafor,North America,Canada,Retail Store,Sports & Outdoors,Resistance Bands,4,378.03,1512.12,0,0,1512.12,20.12,0.07,105.85,1638.09,Bank Transfer,Delivered,T. Andersson,0,FALSE
ORD-114889,11-Sep-23,9/11/2023,CUST-1500,Raj Costa,Oceania,New Zealand,Mobile App,Toys & Games,Remote Control Car,2,751.95,1503.9,0.05,75.2,1428.7,10.02,0.2,285.74,1724.46,PayPal,Processing,M. Okafor,2,TRUE
ORD-113444,6-Sep-23,9/6/2023,CUST-3761,Mia Anderson,Africa,Egypt,Phone Order,Clothing,Denim Jeans,2,853.26,1706.52,0,0,1706.52,27.1,0.085,145.05,1878.67,Credit Card,Returned,A. Chen,0,TRUE
ORD-109156,20-May-25,5/20/2025,CUST-4381,Sophia Martin,Oceania,New Zealand,Mobile App,Clothing,Winter Jacket,12,192.48,2309.76,0.2,461.95,1847.81,27.36,0.2,369.56,2244.73,Bank Transfer,Shipped,R. Silva,3,FALSE
ORD-110625,21-Jan-25,1/21/2025,CUST-3172,Mia Miller,South America,Chile,Marketplace - eBay,Clothing,Wool Socks (3pk),7,605.78,4240.46,0,0,4240.46,34.45,0.19,805.69,5080.6,Debit Card,Processing,A. Chen,0,TRUE
ORD-102867,8-Nov-25,11/8/2025,CUST-3568,Ana Wilson,North America,Mexico,Marketplace - Amazon,Furniture,Desk Lamp,5,515.39,2576.95,0.25,644.24,1932.71,19.15,0.05,96.64,2048.5,PayPal,Delivered,T. Andersson,3,TRUE
ORD-104976,2-Sep-24,9/2/2024,CUST-4596,Yuki Rossi,Asia,Japan,Marketplace - Amazon,Office Supplies,Ballpoint Pens (12pk),4,643.23,2572.92,0.15,385.94,2186.98,19.15,0.085,185.89,2392.02,Cash on Delivery,Processing,S. Patel,2,TRUE
ORD-103716,9-Jul-24,7/9/2024,CUST-3361,Fatima Jones,North America,USA,Phone Order,Electronics,Laptop Stand,6,719.04,4314.24,0.05,215.71,4098.53,22.7,0.05,204.93,4326.16,PayPal,Delivered,J. Rivera,5,TRUE
ORD-104946,22-Dec-23,12/22/2023,CUST-1821,Sarah Rossi,Europe,France,Marketplace - Amazon,Toys & Games,Remote Control Car,10,623.6,6236,0.15,935.4,5300.6,28.84,0.19,1007.11,6336.55,Bank Transfer,Delivered,L. Novak,3,TRUE
ORD-100984,13-Oct-25,10/13/2025,CUST-1581,Sarah Miller,North America,USA,Mobile App,Toys & Games,Building Blocks Set,7,841.97,5893.79,0.15,884.07,5009.72,18.89,0.085,425.83,5454.44,PayPal,Delivered,J. Rivera,3,TRUE
ORD-103067,30-Oct-24,10/30/2024,CUST-4607,Barbara Dubois,South America,Brazil,Website,Books,Business Strategy Book,3,873.76,2621.28,0.25,655.32,1965.96,19.82,0.19,373.53,2359.31,Bank Transfer,Delivered,A. Chen,0,FALSE
ORD-103525,7-Feb-24,2/7/2024,CUST-3322,Joseph Anderson,Europe,France,Phone Order,Clothing,Winter Jacket,6,115.35,692.1,0.25,173.03,519.07,19.31,0.2,103.81,642.19,Debit Card,Cancelled,K. Tanaka,5,TRUE
ORD-109875,4-Oct-23,10/4/2023,CUST-2974,Mary Wilson,Asia,Singapore,Marketplace - Amazon,Books,Children's Storybook,11,460.67,5067.37,0,0,5067.37,13.75,0.1,506.74,5587.86,Cash on Delivery,Returned,N/A,5,TRUE
ORD-110542,25-Sep-23,9/25/2023,CUST-2881,Liam Van Dijk,South America,Argentina,Marketplace - Amazon,Toys & Games,Puzzle 1000pc,9,50.15,451.35,0,0,451.35,22.03,0.085,38.36,511.74,Gift Card,Returned,M. Okafor,5,TRUE
ORD-112627,3-Jan-23,1/3/2023,CUST-3973,John Kumar,Oceania,Australia,Marketplace - eBay,Sports & Outdoors,Water Bottle Insulated,12,206.35,2476.2,0.25,619.05,1857.15,5.49,0.19,352.86,2215.5,Debit Card,Delivered,N/A,5,TRUE
ORD-107611,26-Nov-24,11/26/2024,CUST-4345,Raj Wilson,Asia,Japan,Phone Order,Furniture,Monitor Arm,9,698.87,6289.83,0,0,6289.83,20.68,0.05,314.49,6625,Debit Card,Delivered,R. Silva,4,FALSE
ORD-101203,4-Nov-24,11/4/2024,CUST-1084,Mary Lee,Europe,France,Mobile App,Electronics,Wireless Mouse,9,342.32,3080.88,0.1,308.09,2772.79,26.03,0.085,235.69,3034.51,Bank Transfer,Delivered,J. Rivera,0,TRUE
ORD-105871,13-Oct-25,10/13/2025,CUST-4473,Wei Rossi,Oceania,Australia,Marketplace - eBay,Office Supplies,Desk Organizer,12,693.92,8327.04,0.05,416.35,7910.69,18.9,0,0,7929.59,Debit Card,Delivered,J. Rivera,5,TRUE
ORD-101479,28-Apr-24,4/28/2024,CUST-1359,Priya Van Dijk,Africa,Egypt,Marketplace - eBay,Sports & Outdoors,Yoga Mat,11,149.5,1644.5,0.2,328.9,1315.6,6.02,0.05,65.78,1387.4,Debit Card,Delivered,K. Tanaka,4,TRUE
ORD-100581,14-Jul-24,7/14/2024,CUST-3258,Charles Moore,Europe,Germany,Marketplace - Amazon,Sports & Outdoors,Dumbbell Set 20kg,12,729.06,8748.72,0.2,1749.74,6998.98,17.94,0.085,594.91,7611.83,Debit Card,Delivered,L. Novak,5,TRUE
ORD-107146,8-Sep-23,9/8/2023,CUST-2173,Wei Martinez,Asia,South Korea,Marketplace - Amazon,Clothing,Cotton T-Shirt,9,66.3,596.7,0.1,59.67,537.03,26.35,0.2,107.41,670.79,PayPal,Delivered,R. Silva,4,FALSE
ORD-101265,18-Jan-23,1/18/2023,CUST-4259,Priya Garcia,Africa,South Africa,Mobile App,Sports & Outdoors,Dumbbell Set 20kg,5,405.25,2026.25,0.2,405.25,1621,6.6,0.2,324.2,1951.8,PayPal,Shipped,A. Chen,1,TRUE
ORD-108511,31-May-23,5/31/2023,CUST-4504,Charles Silva,North America,USA,Retail Store,Clothing,Winter Jacket,9,124.44,1119.96,0.2,223.99,895.97,18.43,0.085,76.16,990.56,Bank Transfer,Delivered,T. Andersson,4,FALSE
ORD-114781,15-Oct-23,10/15/2023,CUST-3082,Li Taylor,South America,Argentina,Marketplace - eBay,Sports & Outdoors,Camping Tent,7,293.1,2051.7,0.2,410.34,1641.36,25.31,0.07,114.9,1781.57,Debit Card,Processing,J. Rivera,5,TRUE
ORD-111415,24-Nov-23,11/24/2023,CUST-1010,Richard Martinez,South America,Chile,Mobile App,Furniture,Desk Lamp,11,616.72,6783.92,0.1,678.39,6105.53,33.27,0,0,6138.8,Bank Transfer,Delivered,S. Patel,2,FALSE
ORD-110660,9-May-24,5/9/2024,CUST-4406,Elizabeth Dubois,Europe,Spain,Marketplace - Amazon,Electronics,Wireless Mouse,2,515.67,1031.34,0.05,51.57,979.77,7.83,0.2,195.95,1183.55,Credit Card,Returned,T. Andersson,0,TRUE
ORD-113777,21-Jan-24,1/21/2024,CUST-4464,Noah Davis,North America,USA,Mobile App,Books,Children's Storybook,12,446.4,5356.8,0,0,5356.8,14.74,0.07,374.98,5746.52,Gift Card,Delivered,L. Novak,4,FALSE
ORD-103444,10-Jul-23,7/10/2023,CUST-2919,Wei Andersson,Asia,Singapore,Website,Clothing,Winter Jacket,8,201.4,1611.2,0.15,241.68,1369.52,2.96,0.19,260.21,1632.69,PayPal,Delivered,R. Silva,0,FALSE
ORD-101397,17-Mar-25,3/17/2025,CUST-1853,Lucas Perez,Oceania,New Zealand,Retail Store,Home & Kitchen,Electric Kettle,12,622,7464,0.2,1492.8,5971.2,4.45,0.19,1134.53,7110.18,Gift Card,Cancelled,S. Patel,1,FALSE
ORD-105121,11-Jan-24,1/11/2024,CUST-1950,Ava Rodriguez,Oceania,New Zealand,Marketplace - eBay,Home & Kitchen,Electric Kettle,2,99.53,199.06,0.05,9.95,189.11,26.68,0.2,37.82,253.61,Credit Card,Delivered,T. Andersson,4,FALSE
ORD-102649,10-Dec-24,12/10/2024,CUST-4392,Patricia Lee,North America,Canada,Retail Store,Furniture,Ergonomic Office Chair,11,597.48,6572.28,0.15,985.84,5586.44,15.99,0,0,5602.43,Credit Card,Cancelled,L. Novak,2,FALSE
ORD-102102,24-Oct-25,10/24/2025,CUST-4805,Liam Moore,Europe,Italy,Retail Store,Clothing,Winter Jacket,1,213.24,213.24,0.25,53.31,159.93,17.65,0.085,13.59,191.17,Bank Transfer,Delivered,J. Rivera,4,TRUE
ORD-111117,25-Feb-25,2/25/2025,CUST-4349,Ethan Van Dijk,North America,Mexico,Mobile App,Clothing,Baseball Cap,9,522.52,4702.68,0.2,940.54,3762.14,18.47,0,0,3780.61,Bank Transfer,Delivered,N/A,1,TRUE
ORD-110942,1-Feb-25,2/1/2025,CUST-3433,Li Davis,South America,Chile,Phone Order,Toys & Games,Building Blocks Set,5,29.9,149.5,0.15,22.43,127.07,32.46,0.05,6.35,165.88,PayPal,Processing,N/A,5,TRUE
ORD-112633,18-Nov-24,11/18/2024,CUST-4770,Hiro Kim,Europe,UK,Marketplace - eBay,Home & Kitchen,Coffee Maker,8,137.95,1103.6,0.15,165.54,938.06,34.73,0.07,65.66,1038.45,PayPal,Shipped,L. Novak,2,TRUE
ORD-103145,20-Sep-23,9/20/2023,CUST-1353,Wei Silva,Africa,Egypt,Marketplace - Amazon,Books,Cookbook,6,571.85,3431.1,0,0,3431.1,22.7,0.1,343.11,3796.91,Bank Transfer,Delivered,T. Andersson,5,FALSE
ORD-102495,13-Jun-23,6/13/2023,CUST-3620,William Kim,Asia,India,Mobile App,Clothing,Baseball Cap,4,596.28,2385.12,0.15,357.77,2027.35,31.72,0.085,172.32,2231.39,Cash on Delivery,Delivered,N/A,0,TRUE
ORD-107057,8-Jun-25,6/8/2025,CUST-3215,Yuki Kim,Africa,South Africa,Phone Order,Books,Children's Storybook,12,364.84,4378.08,0,0,4378.08,23.38,0.2,875.62,5277.08,Gift Card,Delivered,N/A,4,FALSE
ORD-106338,15-Mar-24,3/15/2024,CUST-4924,Sophia Kumar,Oceania,Australia,Retail Store,Furniture,Ergonomic Office Chair,7,436.51,3055.57,0,0,3055.57,28.67,0,0,3084.24,Cash on Delivery,Shipped,R. Silva,0,TRUE
ORD-110958,15-Dec-25,12/15/2025,CUST-1715,Charles Muller,Oceania,New Zealand,Marketplace - Amazon,Books,Children's Storybook,5,9.15,45.75,0.25,11.44,34.31,34.03,0.05,1.72,70.06,Gift Card,Delivered,J. Rivera,3,FALSE
ORD-101343,19-Feb-25,2/19/2025,CUST-3244,Ethan Silva,Europe,Germany,Retail Store,Furniture,Monitor Arm,9,725.99,6533.91,0,0,6533.91,23.12,0,0,6557.03,PayPal,Delivered,T. Andersson,2,FALSE
ORD-110021,5-Jan-24,1/5/2024,CUST-3073,Jessica Kumar,Europe,Netherlands,Mobile App,Electronics,Noise Cancelling Headphones,11,250.71,2757.81,0.05,137.89,2619.92,30.46,0.19,497.78,3148.16,Credit Card,Delivered,R. Silva,5,TRUE
ORD-111833,18-Mar-25,3/18/2025,CUST-4480,Liam Nguyen,Asia,Japan,Phone Order,Books,Cookbook,1,329,329,0.15,49.35,279.65,29.16,0.19,53.13,361.94,PayPal,Delivered,N/A,0,TRUE
ORD-109132,26-Mar-23,3/26/2023,CUST-3273,Li Jones,Europe,Spain,Retail Store,Home & Kitchen,Electric Kettle,2,301.51,603.02,0.15,90.45,512.57,14.9,0.2,102.51,629.98,Credit Card,Processing,S. Patel,1,TRUE
ORD-101273,23-May-23,5/23/2023,CUST-1080,Jennifer Dubois,Asia,Japan,Website,Office Supplies,File Folders,8,559.64,4477.12,0.05,223.86,4253.26,6.04,0.19,808.12,5067.42,Debit Card,Cancelled,L. Novak,4,TRUE
ORD-106666,31-Dec-24,12/31/2024,CUST-4349,Karen Dubois,Asia,China,Website,Home & Kitchen,Blender,5,379.39,1896.95,0,0,1896.95,22.58,0.19,360.42,2279.95,Cash on Delivery,Delivered,M. Okafor,2,FALSE
ORD-109476,30-Jan-25,1/30/2025,CUST-2022,Priya Brown,North America,USA,Website,Electronics,Mechanical Keyboard,4,127.53,510.12,0,0,510.12,1.09,0.05,25.51,536.72,PayPal,Cancelled,M. Okafor,0,FALSE
ORD-110011,12-Jul-23,7/12/2023,CUST-1526,Thomas Silva,Africa,Egypt,Mobile App,Books,Cookbook,2,436.21,872.42,0.25,218.1,654.32,18.22,0.2,130.86,803.4,Credit Card,Delivered,L. Novak,1,TRUE
ORD-102811,22-Oct-23,10/22/2023,CUST-1646,Liam Dubois,Oceania,New Zealand,Mobile App,Sports & Outdoors,Water Bottle Insulated,7,668.57,4679.99,0,0,4679.99,21.38,0.19,889.2,5590.57,Cash on Delivery,Cancelled,N/A,2,TRUE
ORD-112552,6-May-24,5/6/2024,CUST-1718,Fatima Van Dijk,Europe,Netherlands,Phone Order,Furniture,Desk Lamp,11,832.43,9156.73,0.2,1831.35,7325.38,17.24,0.2,1465.08,8807.7,Cash on Delivery,Shipped,R. Silva,4,TRUE
ORD-107721,11-Jun-24,6/11/2024,CUST-4838,John Thomas,Africa,South Africa,Retail Store,Toys & Games,Board Game Classic,12,272.04,3264.48,0.25,816.12,2448.36,0.96,0,0,2449.32,PayPal,Delivered,M. Okafor,4,TRUE
ORD-113374,2-Nov-24,11/2/2024,CUST-2841,Robert Williams,Asia,Japan,Phone Order,Toys & Games,Building Blocks Set,9,879.49,7915.41,0.15,1187.31,6728.1,6.61,0.19,1278.34,8013.05,Debit Card,Delivered,N/A,4,FALSE
ORD-109318,18-Jan-24,1/18/2024,CUST-1937,Joseph Williams,Africa,Egypt,Website,Office Supplies,Whiteboard Markers,7,557.7,3903.9,0,0,3903.9,8.61,0.1,390.39,4302.9,Debit Card,Delivered,T. Andersson,4,FALSE
ORD-106781,25-Apr-24,4/25/2024,CUST-3177,Olivia Williams,North America,Canada,Mobile App,Office Supplies,File Folders,1,328.92,328.92,0,0,328.92,10.54,0,0,339.46,PayPal,Cancelled,L. Novak,5,TRUE
ORD-111154,19-May-23,5/19/2023,CUST-3597,Karen Kim,South America,Brazil,Website,Furniture,Standing Desk,12,377.7,4532.4,0.1,453.24,4079.16,32.86,0.2,815.83,4927.85,PayPal,Shipped,N/A,0,FALSE
ORD-111521,8-May-23,5/8/2023,CUST-3313,James Miller,Oceania,New Zealand,Mobile App,Sports & Outdoors,Water Bottle Insulated,9,771.52,6943.68,0.05,347.18,6596.5,8.07,0.2,1319.3,7923.87,Credit Card,Delivered,L. Novak,0,FALSE
ORD-113808,3-Mar-23,3/3/2023,CUST-1430,Li Nguyen,Europe,UK,Marketplace - eBay,Clothing,Winter Jacket,2,810.58,1621.16,0.2,324.23,1296.93,14.68,0.1,129.69,1441.3,PayPal,Delivered,A. Chen,0,TRUE
ORD-110087,27-Aug-23,8/27/2023,CUST-1135,Priya Rodriguez,North America,USA,Marketplace - eBay,Sports & Outdoors,Resistance Bands,5,325.28,1626.4,0.25,406.6,1219.8,0.17,0.2,243.96,1463.93,Credit Card,Cancelled,M. Okafor,5,TRUE
ORD-107118,28-Mar-24,3/28/2024,CUST-1444,Mateus Wilson,Asia,Singapore,Phone Order,Sports & Outdoors,Camping Tent,4,637.62,2550.48,0.25,637.62,1912.86,6.51,0.085,162.59,2081.96,Cash on Delivery,Delivered,R. Silva,4,TRUE
